Issuer,Symbol,Manager1,IPOPrice,OpenPrice,ClosePrice,PxChng,OpeningChng,Ratings,Performed
Cinemark Holdings ,CNK,Lehman Brothers,19,19,18.91,-0.47,0,3,Missed
Victory Acquisition ,VRY-U,Citigroup,10,10.25,10.35,3.5,0.25,1,
OceanFrieght ,ONCF,Banc of America,19,19,19.31,1.63,0,1,
EDENOR ,EDN,Citigroup,17,17.5,17.65,3.82,0.5,3,Missed
Pharmasset ,VRUS,Banc of America,9,9,9.07,0.78,0,1,
Cavium Networks ,CAVM,Morgan Stanley,13.5,16.5,16.45,21.85,3,3,
NeurogesX ,NGSX,Morgan Stanley,11,10.99,10.25,-6.82,-0.01,1,
Qiao Xing-Mobile Communication ,QXM,UBS Investment Bank,12,12,11.31,-5.75,0,1,
AECOM Technology ,ACM,Morgan Stanley,20,21,21.1,5.5,1,3,
Biodel ,BIOD,Morgan Stanley,15,16.5,18,20,1.5,1,Missed
JMP Group ,JMP,JMP Securitites,11,11.5,12.3,11.82,0.5,2,
Solera Holdings ,SLH,Goldman Sachs,16,16.25,18.4,15,0.25,2,
Continental Resources ,CLR,JPMorgan,15,14.5,14.1,-6,-0.5,2,Missed
Skilled Health Group ,SKH,Credit Suisse,15.5,16,15.9,2.58,0.5,3,Missed
Insulet Corporation ,PODD,JPMorgan,15,17,15.96,6.4,2,2,
CAI International ,CAP,Piper Jaffray,15,15.02,15,0,0.02,2,Missed
TechTarget ,TTGT,Morgan Stanley,13,14.5,14.79,13.77,1.5,3,
Eurand NV ,EURX,Deutsche Bank,16,15.9,15.44,-3.5,-0.1,1,
Columbus Acquisition ,BUS-U,Lazard Capital Markets,8,8.01,8.01,0.12,0.01,1,
TriMas ,TRS,Goldman Sachs,11,11.55,11.75,6.82,0.55,2,
EnerNOC ,ENOC,Credit Suisse,26,30.76,31.13,19.73,4.76,3,
Arcade Acquisition ,ACDQU,Morgan Joseph,8,8,8.15,1.88,0,1,
B&G Foods ,BGS,Credit Suisse,13,13.5,13.26,2,0.5,1,
Sirtris ,SIRT,JPMorgan,10,11,10.76,7.6,1,1,
RSC Holdings ,RRR,Deutsche Bank,22,21.7,19,-13.64,-0.3,1,
Vantage Energy Services ,VTG-U,Deutsche Bank,8,8.08,8.08,1,0.08,1,
Helicos BioSciences ,HLCS,UBS Investment Bank,9,9,8.47,-5.89,0,1,
Greenlight Capital Re ,GLRE,Lehman Brothers,19,23,24.03,26.47,4,3,
Stoneleigh Partners Acquisition,SCOC-U,HCFB,8,8.02,8.06,0.75,0.02,1,
Amicus Therapeutics ,FOLD,Morgan Stanley,15,16,14.43,-3.8,1,2,
Jazz Pharmaceuticals ,JAZZ,Morgan Stanley,18,17.5,17.73,-1.5,-0.5,1,
LDK Solar ,LDK,Morgan Stanley,27,28,27.2,0.74,1,3,
Starent Networks ,STAR,Goldman Sachs,12,13.75,14.01,16.75,1.75,3,
Response Genetics ,RGDX,Maxim Group,7,7,7,0,0,1,
Infinera ,INFN,Goldman Sachs,13,16,19.71,51.62,3,3,
Apex Bioventures Acquisition ,PEX-U,Lazard Capital Markets,8,8,8.05,0.63,0,1,
Limelight Networks ,LLNW,Goldman Sachs,15,23,22.18,47.87,8,3,
BWAY Holding ,BWY,Goldman Sachs,15,15.05,14.6,-2.67,0.05,1,
BioFuel Energy ,BIOF,JPMorgan,10.5,10.5,10.51,0.1,0,1,
Advanced Technology Acquisition,AXC-U,Credit Suisse,8,8,8.09,1.13,0,1,
Aldabra 2 Acquisition ,AII-U,Lazard Capital Markets,10,10.15,10.18,1.8,0.15,1,
Care Investment Trust ,CRE,Credit Suisse,15,13,13.5,-10,-2,1,
The Blackstone Group ,BX,Morgan Stanley,31,36.45,35.06,13.1,5.45,3,
China Discovery Acquisition ,CADQU,EarlyBirdCapital,6,6.41,6.4,6.67,0.41,1,
GSC Acquisition ,GGA-U,Citigroup,10,10.25,10.27,2.7,0.25,1,
AuthenTec ,AUTH,Lehman Brothers,11,11,10,-9.09,0,2,Missed
Spreadtrum Communications ,SPRD,Morgan Stanley,14,14.2,15.95,13.93,0.2,3,
comScore ,SCOR,Credit Suisse,16.5,22,23.47,42.24,5.5,3,
Data Domain ,DDUP,Goldman Sachs,15,20,24.95,66.33,5,3,
"Spectra Energy Partners, L.P. ",SEP,Citigroup,22,26.5,28.65,30.23,4.5,2,
Vaughan Foods ,FOOD-U,Paulson Investment,6.5,6.5,6.55,0.77,0,1,
Polypore International ,PPO,JPMorgan,19,18,18.03,-5.11,-1,1,
PROS Holdings ,PRO,JPMorgan,11,12.5,12.85,16.82,1.5,2,
ShoreTel ,SHOR,Lehman Brothers,9.5,10,12.15,27.89,0.5,3,
China Fortune Acquisition ,CFAUF,EarlyBirdCapital,8,8.15,8.5,6.25,0.15,1,
Dice Holdings ,DHX,Credit Suisse,13,14.5,13.4,3.08,1.5,3,
"SemGroup Energy Partners, L.P. ",SGLP,Citigroup,22,29.75,29.32,33.27,7.75,3,
MF Global ,MF,Citigroup,30,29.37,27.55,-8.17,-0.63,1,
Netezza ,NZ,Credit Suisse,12,15,17.39,44.92,3,3,
Limco-Piedmont ,LIMC,Oppenhemier,11,12.5,13.3,20.91,1.5,1,
KBL Healthcare Acquisition ,KHA-U,Citigroup,8,8.1,8.19,2.37,0.1,1,
Orbitz Worldwide ,OWW,Morgan Stanley,15,14.9,14.5,-3.33,-0.1,1,
Airvana ,AIRV,Morgan Stanley,7,7,7.17,2.43,0,1,
hhgregg ,HGG,Credit Suisse,13,13.72,14.55,11.92,0.72,1,
Monotype Imaging Holdings ,TYPE,Banc of America,12,12,12.05,0.42,0,1,
Rex Energy ,REXX,KeyBanc Capital Markets,11,11,10.13,-7.91,0,1,
"Validus Holdings, Ltd. ",VR,Goldman Sachs,22,22,22.25,1.14,0,1,
BladeLogic ,BLOG,Morgan Stanley,17,24.25,25.07,47.47,7.25,3,
ImaRx Therapeuctis ,IMRX,Maxim Group,5,4.9,4.79,-4.2,-0.1,1,
Voltaire Ltd. ,VOLT,JPMorgan,9,9,8.33,-7.44,0,1,
Perfect World ,PWRD,Morgan Stanley,16,17.5,20.4,27.5,1.5,3,
lululemon athletica ,LULU,Goldman Sachs,18,25,28,55.56,7,3,
Alternative Asset Management Acquisition ,AMV-U,Citigroup,10,10.25,10.1,1,0.25,1,
Genpact Limited ,G,Morgan Stanley,14,14,16.75,19.64,0,1,
Dolan Media ,DM,Goldman Sachs,14.5,16.4,17.72,22.21,1.9,2,
Virtusa ,VRTU,JPMorgan,14,13.5,11.86,-15.29,-0.5,1,
Concho Resources ,CXO,JPMorgan,11.5,11.61,12.9,12.17,0.11,1,
Quicksilver Gas Services LP ,KGS,UBS Investment Bank,21,21.99,21,0,0.99,2,
HireRight ,HIRE,Credit Suisse,15,15.1,14.73,-1.8,0.1,2,Missed
E-House (China) Holdings ,EJ,Credit Suisse,13.8,18.12,19.43,40.8,4.32,3,
DemandTec ,DMAN,Morgan Stanley,11,10.05,9.45,-14.09,-0.95,2,Missed
WuXi Pharma Tech (China) ,WX,Credit Suisse,14,18.5,19.6,40,4.5,3,
Paragon Shipping ,PRGN,UBS Investment Bank,16,15.5,14.25,-10.94,-0.5,1,
MercadoLibre ,MELI,JPMorgan,18,22,28.5,58.33,4,3,
VMware ,VMW,Citigroup,29,52,51,75.86,23,4,
InterAmerican Acquisition Group ,IAQGU,Chardan Capital Markets,8,8.02,8.01,0.12,0.02,1,
Encore Energy Partners ,ENP,UBS Investment Bank,21,21,21.03,0.14,0,2,Missed
athenahealth ,ATHN,Goldman Sachs,18,30,35.5,97.22,12,3,
Seanergy Maritime ,SRG-U,Maxim Group,10,10.3,10.36,3.6,0.3,1,
Babcock & Brown Air Limited ,FLY,Morgan Stanley,23,23,22.73,-1.17,0,2,Missed
Hicks Acquisition Company ,TOH-U,Citigroup,10,10,9.95,-0.5,0,1,
Duff & Phelps ,DUF,Goldman Sachs,16,17,18.35,14.69,1,1,
Inter-Atlantic Financial ,IAN-U,Morgan Joseph,8,8,8.08,1,0,1,
Highlands Acquisition ,HIA-U,Citigroup,10,10.2,10,0,0.2,1,
FMG Acquisition ,FMGQ-U,Pali Capital,8,8,8,0,0,1,
"China Digital TV Holding Cp., Ltd. ",STV,Morgan Stanley,16,35,28,75,19,3,
Targanta Therapeutics ,TARG,Credit Suisse,10,10,9.4,-6,0,1,
Textainer Group Holdings Limited ,TGH,Credit Suisse,16.5,16.65,17,3.03,0.15,1,
Compellent ,CML,Morgan Stanley,13.5,24,24.19,79.19,10.5,3,
Virgin Mobile USA ,VM,Lehman Brothers,15,15.6,15.75,5,0.6,3,Missed
SP Acquisition ,DSP-U,UBS Investment Bank,10,10,10,0,0,1,
Stone Tan China Acquisition,STTAU,Morgan Joseph,8,7.9,8,0,-0.1,1,
TranS1 ,TSON,Lehman Brothers,15,25,24,60,10,2,
TM Entertainment and Media ,THI.U,Pali,8,7.96,7.95,-0.62,-0.04,1,
Global BPO Services,OOO-U,Deutsche Bank,8,7.95,8,0,-0.05,1,
NRDC Acquisition ,NAQ-U,Banc of America,10,10,10.01,0.1,0,1,
Maxcom Telecommunications ,MXT,Morgan Stanley,17.5,19,18.59,6.23,1.5,3,
DuPont Fabros Technology ,DFT,Lehman Brothers,21,21.5,22.71,8.14,0.5,2,
Noah Education Holdings ,NED,Deutsche Bank,14,22.9,19.85,41.79,8.9,3,
Triplecrown Acquisition ,TCW-U,Citigroup,10,10.03,10.11,1.1,0.03,1,
Fuqi International ,FUQI,Merriman Curhan Ford,9,10,10.47,16.33,1,3,
CVR Energy ,CVI,Goldman Sachs,19,21.05,20.25,6.58,2.05,2,
Vanguard Natural Resources ,VNR,Citigroup,19,19,18.94,-0.32,0,1,
Longtop Financial Technologies ,LFT,Goldman Sachs,17.5,27.01,32.4,85.14,9.51,3,
Secure America Acquisition ,HLD-U,SunTrust Robinson,8,8,7.91,-1.13,0,1,
Pzena Investment Management ,PZN,Goldman Sachs,18,20.71,20.09,11.61,2.71,2,
ULTA Salon Cosmetics & Fragrance ,ULTA,JPMorgan,18,33,29.82,65.67,15,3,
Power Medical Interventions ,PMII,Jefferies,11,11.5,11.79,7.18,0.5,1,
Genoptix,GXDX,Lehman Brothers,17,25,25.35,49.12,8,3,
CNinsure ,CISG,Morgan Stanley,16,25,25.29,58.06,9,3,
Deltek ,PROJ,Credit Suisse,18,18,17.95,-0.28,0,3,Missed
Nanosphere ,NSHP,Credit Suisse,14,14,16,14.29,0,1,
Neutral Tandem ,TNDM,Morgan Stanley,14,18,20.28,44.86,4,3,
SandRidge Energy ,SD,Lehman Brothers,26,30.94,32,23.08,4.94,2,
Agria ,GRO,Credit Suisse,16.5,16.5,12.06,-26.91,0,3,Missed
Golden Pond Healthcare ,GPH-U,Deutsche Bank,8,8,8,0,0,1,
ARYx Therapeutics ,ARYX,Morgan Stanley,10,9,8.1,-19,-1,1,
BioForm Medical ,BFRM,JPMorgan,8,8,8.55,6.88,0,1,
AirMedia Group ,AMCN,Morgan Stanley,15,19.5,20.9,39.33,4.5,3,
Capitol Acquisition,CLU.U,Citigroup,10,10,10,0,0,1,
Enterprise Acquisition ,EST-U,UBS Investment Bank,10,10,9.99,-0.1,0,1,
ICx  Technologies ,ICXT,Lehman Brothers,16,14,12.85,-19.69,-2,1,
Approach Resources ,AREX,JPMorgan,12,12.5,12.59,4.92,0.5,1,
Lumber Liquidators ,LL,Goldman Sachs,10,9.89,9.76,-2.4,-0.11,1,
The Ensign Group ,ENSG,Deutsche Bank,16,15.6,16.14,0.88,-0.4,1,
OSG America ,OSP,Citigroup,19,19,18.85,-0.79,0,1,
2020 ChinaCap Aquirco ,TTY-U,Morgan Joseph,8,8.02,8.15,1.88,0.02,1,
Heckman ,HEK-U,Credit Suisse,8,8.03,8,0,0.03,1,
Och-Ziff Capital Management Group LLC ,OZM,Goldman Sachs,32,32.75,30.65,-4.22,0.75,2,
EnergySolutions ,ES,Credit Suisse,23,23,23.01,0.04,0,3,Missed
Prospect Acquisition ,PAX-U,Citigroup,10,10,10,0,0,1,
EnteroMedics ,ETRM,JPMorgan,8,8,8,0,0,1,
Virtual Radiologic ,VRAD,Goldman Sachs,17,19,20.75,22.06,2,3,
MSCI ,MXB,Morgan Stanley,18,23,24.97,38.72,5,3,
3PAR ,PAR,Goldman Sachs,14,16.5,15.75,12.5,2.5,3,
Rubicon Technology ,RBCN,UBS Investment Bank,14,14,17.5,25,0,2,
El Paso Pipeline Partners ,EPB,Lehman Brothers,20,20.5,20.9,4.5,0.5,1,
Ideation Acquisition ,IDI-U,Lazard Capital Markets,8,8,8.01,0.12,0,1,
SuccessFactors ,SFSF,Morgan Stanley,10,13,13.25,32.5,3,2,
Global Consumer Acquisition,GHC-U,Deutsche Bank,10,10,10,0,0,1,
Camden Learning ,CAELU,Morgan Joseph,8,8.05,8.01,0.12,0.05,1,
North Shore Acquisition ,NSAQU,EarlyBirdCapital,8,8,7.9,-1.25,0,1,
WSP Holdings ,WH,JPMorgan,8.5,8.51,8.54,0.47,0.01,1,
VisionChina Media ,VISN,Credit Suisse,8,8,8,0,0,1,
Titan Machinery ,TITN,Credit Suisse,8.5,9.62,9.48,11.53,1.12,2,
Entropic Communications ,ENTR,Credit Suisse,6,7.01,7.4,23.33,1.01,1,Missed
Global Brands Acquisition,GQN-U,Citigroup,10,10.01,10,0,0.01,1,
Liberty Acquisition Holdings ,LIA-U,Citigroup,10,10,10,0,0,1,
Triple-S Management  ,GTS,Credit Suisse,14.5,14.8,15.15,4.48,0.3,1,
ChinaEdu ,CEDU,Bear Stearns,10,10,7.97,-20.3,0,1,
CardTronics ,CATM,Deutsche Bank,10,9.65,9.5,-5,-0.35,1,
United Refining Energy ,URX-U,Deutsche Bank,10,9.5,9.96,-0.4,-0.5,1,
VanceInfo Technologies ,VIT,Citigroup,8.5,9.5,9.96,17.18,1,2,
Teekay Tankers ,TNK,Citigroup,19.5,19.75,20.01,2.62,0.25,1,
K12 ,LRN,Morgan Stanley,18,19.75,24.55,36.39,1.75,3,
MedAssets ,MDAS,Morgan Stanley,16,19.75,20.5,28.13,3.75,3,
Gulfstream International Group,GIA,Taglich Brothers,8,7.5,7.4,-7.5,-0.5,1,
MEMSIC,MEMS,Citigroup,10,10,10.25,2.5,0,1,
Intellon ,ITLN,Deutsche Bank,6,7.5,6.75,12.5,1.5,1,
NetSuite ,N,Credit Suisse,26,26,35.5,36.54,0,3,
Linn Energy LLC ,LINE,RBC Capital Markets,21,25.1,22,4.76,4.1,2,
Western Refining,WNR,Banc of America,17,19,18.59,9.35,2,3,
American Railcar Industries ,ARII,UBS Investment Bank,21,23.07,22.96,9.31,2.07,3,
Calumet Specialty Products Partners L.P. ,CLMT,Goldman Sachs,21.5,22.02,21.75,1.16,0.52,3,Missed
Highbury Financial ,HBRYU,ThinkEquity Partners,6,6,6,0,0,1,
Chipotle Mexican Grill ,CMG,Morgan Stanley,22,45,44,100,23,3,
IncrediMAIL Ltd. ,MAIL,Maxim Group,7.5,9.21,8.51,13.47,1.71,1,Missed
Regency Energy Partners L.P. ,RGNC,UBS Investment Bank,20,20.01,19.81,-0.95,0.01,2,Missed
H&E Equipment Services ,HEES,Credit Suisse,18,20.31,23.1,28.33,2.31,2,
Koppers Holdings ,KOP,Credit Suisse,14,14.6,15.75,12.5,0.6,2,
Ternium S.A. ,TX,Citigroup,20,23.05,23.37,16.85,3.05,2,
Iomai ,IOMI,UBS Investment Bank,7,7.25,6.8,-2.86,0.25,1,
Valera Pharmaceuticals ,VLRX,UBS Investment Bank,9,9.15,9.93,10.33,0.15,1,
Cardica ,CRDC,Aegis Capital Corp,10,10.19,10.35,3.5,0.19,1,
Energy Transfer Equity L.P. ,ETE,UBS Investment Bank,21,23,22.65,7.86,2,3,
HealthSpring ,HS,Goldman Sachs,19.5,22.25,21.98,12.72,2.75,3,
SMART Modular Technologies ,SMOD,Citigroup,9,9,8.54,-5.11,0,1,
Resource Capital ,RSO,Credit Suisse,15,14.5,14,-6.67,-0.5,1,
Crocs ,CROX,Piper Jaffray,21,30,28.55,35.95,9,3,
EXCO Resources ,XCO,JP Morgan,13,13.2,13.05,0.38,0.2,2,Missed
NTELOS Holdings ,NTLS,Lehman Brothers,12,12.1,11.95,-0.42,0.1,1,
NightHawk Radiology Holdings ,NHWK,Morgan Stanley,16,18.75,20.65,29.06,2.75,2,
Acorda Therapeutics ,ACOR,Banc of America,6,6.17,6.72,12,0.17,1,
Magellan Midstream Holdings ,MGG,Citigroup,22,24.5,24,9.09,2.5,2,
Morgans Hotel Group ,MHGC,Morgan Stanley,20,19.65,19.89,-0.55,-0.35,2,Missed
Pacific Airport Group ,PAC,Credit Suisse,21,30,28.26,34.57,9,2,
Grubb & Ellis Realty Advisors ,GAV.U,Deutsche Bank,6,6.07,6.1,1.67,0.07,1,
Oracle Healthcare Acquisition ,OHAQU,Credit Suisse,8,8,8.5,6.25,0,1,
Good Harbor Partners Acquisitions ,GHBAU,HCFP,8.5,8.7,9.3,9.41,0.2,1,
Good Harbor Partners Acquisitions ,GHBBU,HCFP,10.1,10.21,10.35,2.48,0.11,1,
Alexza Pharmaceuticals ,ALXA,Piper Jaffray,8,8,8.51,6.38,0,1,
Eagle Test Systems ,EGLT,Banc of America,15.5,16.65,15.5,0,1.15,2,
TransDigm Group ,TDG,Credit Suisse,21,23.65,24.1,14.76,2.65,3,
Acquicor Technology ,AQR.U,ThinkEquity Partners,6,6.25,6.8,13.33,0.25,1,
Echo Healthcare Acquisition ,EHHAU,Morgan Joseph,8,8.4,8.3,3.75,0.4,1,
North American Insurance Leanders ,NAO.U,Credit Suisse,8,8.15,8.25,3.13,0.15,1,
Tim Hortons ,THI,Goldman Sachs,23.16,31.95,28.17,21.62,8.79,4,
China GrenTech ,GRRF,Bear Stearns,18,22.06,19,5.56,4.06,2,
Himax Technologies ,HIMX,Morgan Stanley,9,9.12,8.75,-2.78,0.12,2,Missed
Visicu ,EICU,Morgan Stanley,16,18.08,24.78,54.88,2.08,2,
General Finance ,GFN.U,Morgan Joseph,8,8.2,8.29,3.62,0.2,1,
Goodman Global ,GGL,JPMorgan,18,20.7,20.05,11.39,2.7,2,
Omega Navigation Enterprises ,ONAV,Jefferies,17,17,16,-5.88,0,1,
Sealy ,ZZ,Citigroup,16,17.5,17.5,9.38,1.5,2,
Targacept ,TRGT,Deutsche Bank,9,9,8.66,-3.78,0,1,
Vanda Pharmaceuticals ,VNDA,JPMorgan,10,9.55,9.68,-3.2,-0.45,1,
Global Services Partners Acquisitions ,GSPAU,HCFP,8.5,9.55,9.51,11.88,1.05,1,
Global Services Partners Acquisitions ,GSPBU,HCFP,10.1,10.8,10.6,4.95,0.7,1,
Terra Nova Acquisition,TNVAU,EarlyBirdCapital,6,6.09,6.22,3.67,0.09,1,
Omrix Biophamaceuticals ,OMRI,UBS Investment Bank,10,9.91,10.03,0.3,-0.09,1,
Complete Production Services ,CPX,Credit Suisse,24,27.45,26.9,12.08,3.45,3,
Corel ,CREL,Morgan Stanley,16,15.36,15.85,-0.94,-0.64,1,
CPI International ,CPII,UBS Investment Bank,18,19.1,18,0,1.1,2,
RAM Holdings ,RAMR,Banc of America,13,12.99,13.2,1.54,-0.01,1,
Delek US Holdings ,DK,Lehman Brothers,16,16.11,16.25,1.56,0.11,2,Missed
DynCorp International ,DCP,Credit Suisse,15,15,14.94,-0.4,0,2,Missed
Northstar Neuroscience,NSTR,Citigroup,15,16.08,16.6,10.67,1.08,1,Missed
"Alliance Holdings GP, L.P. ",AHGP,Lehman Brothers,25,25.9,25,0,0.9,2,
Novacea ,NOVC,Bear Stearns,6.5,6.5,6.5,0,0,1,
Ascend Acquisiton ,ASAQU,EarlyBirdCapital,6,6.1,6.21,3.5,0.1,1,
BioMimetic Therapeutics ,BMTI,Deutsche Bank,8,7.95,8.25,3.13,-0.05,1,
Basin Water ,BWTR,Janney Montgomery Scott,12,15.7,16.99,41.58,3.7,3,
Restore Medical ,REST,Deutsche Bank,8,8.01,8.19,2.37,0.01,1,
Penson Worldwide ,PNSN,JPMorgan,17,19.13,19.5,14.71,2.13,2,
Burger King Holdings ,BKC,JPMorgan,17,18,17.5,2.94,1,2,
Vonage Holdings ,VG,Citigroup,17,17,14.85,-12.65,0,2,Missed
MasterCard ,MA,Goldman Sachs,39,40.3,46,17.95,1.3,1,Missed
Mueller Water Products ,MWA,Banc of America,16,16.5,16.75,4.69,0.5,3,Missed
CTC Media ,CTCM,Deutsche Bank,14,14.75,17,21.43,0.75,2,
HD Partners Acquisition ,HDP-U,Morgan Joseph,8,8.05,8.01,0.12,0.05,1,
Alphatec Holdings ,ATEC,Deutsche Bank,9,9,8.98,-0.22,0,1,
Town Sports International Holdings ,CLUB,Credit Suisse,13,13,13.25,1.92,0,1,
Luna Innovations ,LUNA,ThinkEquity Partners,6,6,6,0,0,1,
LoopNet ,LOOP,Credit Suisse,12,14.75,15,25,2.75,3,
Verigy Ltd. ,VRGY,Goldman Sachs,15,15.05,14.25,-5,0.05,1,
VeraSun Energy ,VSE,Morgan Stanley,23,28,30,30.43,5,4,
Volcano ,VOLC,JPMorgan,8,8,9.18,14.75,0,1,
Synchronoss Technologies ,SNCR,Goldman Sachs,8,9,8.85,10.63,1,1,
Techwell ,TWLL,Lehman Brothers,9,9,8.75,-2.78,0,1,
Home BancShares,HOMB,Stephens,18,21.18,20,11.11,3.18,2,
Omniture ,OMTR,Morgan Stanley,6.5,6.5,6.53,0.46,0,1,
PGT ,PGTI,Deutsche Bank,14,14.5,15.5,10.71,0.5,2,
Replidyne ,RDYN,Merril Lynch,10,10,10.25,2.5,0,1,
J. Crew Group ,JCG,Goldman Sachs,20,25.05,25.55,27.75,5.05,3,
Aventine Renewable Energy Holdings ,AVR,Banc of America,43,41.75,38.37,-10.77,-1.25,3,Missed
Allied World Assurance Holdings ,AWH,Goldman Sachs,34,34.75,34.25,0.74,0.75,2,
"Valero GP Holdings, LLC ",VEH,Lehman Brothers,22,22,22,0,0,2,Missed
Energy Infrastructure Acquisition,EII-U,Maxim Group,10,10,9.8,-2,0,1,
Millenium India Acquisition ,MQC-U,Ladenburg Thalmann,8,7.5,7.71,-3.63,-0.5,1,
"Atlas Pipeline Holdings, L.P. ",AHD,Lehman Brothers,23,23,23,0,0,1,
WNS (Holdings) Limited ,WNS,Morgan Stanley,20,21.1,24.5,22.5,1.1,3,
Chart Industries ,GTLS,Morgan Stanley,15,15,15.2,1.33,0,1,
Crystal River Capital ,CRZ,Deutsche Bank,23,22.65,22.46,-2.35,-0.35,1,
GeoMet ,GMET,Banc of America Securities,10,10.75,10.97,9.7,0.75,1,
Security Capital Assurance Ltd. ,SCA,Goldman Sachs,20.5,20.9,20.5,0,0.4,1,
Osiris Therapeutics,OSIR,Jefferies,11,11,11,0,0,2,Missed
Buckeye GP Holdings L.P. ,BGH,Goldman Sachs,17,16.75,16.23,-4.53,-0.25,1,
Aircastle ,AYR,JPMorgan,23,27.45,26.66,15.91,4.45,2,
Qimonda AG ,QI,Credit Suisse,13,13.5,13.54,4.15,0.5,1,
Evercore Partners ,EVR,Lehman Brothers,21,25,24.85,18.33,4,3,
InnerWorkings ,INWK,Morgan Stanley,9,10.25,10.45,16.11,1.25,1,
Marathon Acquisition ,MAQ-U,Citigroup,8,8,8,0,0,1,
New Oriental Education & Technology Group ,EDU,Credit Suisse,15,22,20.88,39.2,7,2,
"Hiland Holdings GP, LP",HPGP,Lehman Brothers,18.5,19,19.25,4.05,0.5,1,
Warner Chilcott Holdings ,WCRX,Goldman Sachs,15,14.75,14.95,-0.33,-0.25,1,
Home Diagnostics ,HDIX,JPMorgan,12,12,12.61,5.08,0,1,
Riverbed Technology ,RVBD,Goldman Sachs,9.75,14.6,15.3,56.92,4.85,3,
CommVault Systems ,CVLT,Credit Suisse,14.5,16,17,17.24,1.5,2,
DivX ,DIVX,JPMorgan,16,19.5,18.7,16.88,3.5,4,
CBRE Realty Finance ,CBF,Credit Suisse,14.5,14.5,15,3.45,0,1,
ICF International ,ICFI,UBS Investment Bank,12,12,12.25,2.08,0,1,
Shutterfly ,SFLY,JPMorgan,15,15.5,15.55,3.67,0.5,2,
Bare Escentuals ,BARE,Goldman Sachs,22,28,27.15,23.41,6,3,
